Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
3,455.8994249,317262.7979338941,66535.93563,5305.323816,95.3382752,2,41590082.6,2,5743274.507,38244.47107,80.00315672,4788
6,423.0287797,243553.55639662832,255393.4889,8657.854429,63.00993482,1,473531930.0,1,4622624.498,5769.320972,54.73456862,1403
7,427.2251944,149341.81313846292,203905.2357,1633.82723,60.41377098,2,28800297.69,3,13686745.8,10364.17394,55.75332541,2693
4,393.6141973,178274.23891187127,61054.36864,7611.884599,83.86521672,4,411318931.5,2,7473393.746,15248.17568,4.911346449,2028
3,776.1539767,371688.3237083009,422507.2074,8526.763078,94.67824763,4,399860533.3,2,8708224.403,11701.68588,29.4855989,2959
2,653.6685739,440821.6244660605,65807.01501,8365.242713,68.60424836,1,42471296.06,3,8583026.826,46254.19261,92.78795576,2912
7,540.6417382,159579.99809533104,248407.3239,5828.685811,77.65033707,4,75516983.27,2,6834470.742,34748.0137,94.52142889,910
5,489.3955681,166165.8883380907,199259.8983,5995.144274,52.18066314,4,43238006.75,2,19269099.78,34117.9587,7.353204904,2808
7,317.7638546,154893.86975657305,380945.6265,2543.935818,84.41401732,2,90979744.85,1,18809609.88,15706.26269,38.7850181,510
3,935.5887598,549980.0987337261,162184.2324,2402.030683,66.99885146,4,334270414.8,1,10606614.04,48765.99102,11.3378011,1521
3,972.7996799,568641.2403156712,235387.9076,530.9417991,54.74752417,4,300326619.1,3,4186110.003,156.0547187,40.40576972,513
6,848.3084541,317409.32877279544,259950.7693,2043.484752,97.88355559,3,229095159.6,1,8897763.871,32237.61517,49.89679758,3934
7,400.2484451,171456.25815685964,195166.746,3123.873735,90.68388464,3,32203865.54,3,12481266.06,31112.07673,63.77778959,3699
1,909.0800812,324864.4659800648,147580.1279,5322.153293,80.070518,4,294844747.9,2,7701166.096,27508.51742,19.46847601,277
7,249.5058722,98523.70389446698,117204.3967,4936.408918,83.31120327,3,359950103.1,3,13173619.62,31553.47612,38.05072756,3332
5,334.2720758,166264.74847774542,120041.0465,7509.809949,91.65655695,3,407163573.4,1,10412871.43,28275.54962,53.03717183,3520
4,710.6322484,389467.2908890746,178680.9052,2088.128677,62.2853983,1,224004399.0,3,17724061.29,16709.62068,85.79905938,3702
3,487.0869365,336747.59804169217,220583.0675,3913.968218,95.95526983,1,468234802.4,3,9264445.829,34500.23796,73.60661242,4619
4,263.4287888,163645.2016791806,167691.5284,4625.887748,76.33373279,3,325820715.5,3,9297638.392,6530.057401,9.523220375,4354
6,505.6054238,198077.3124951112,318264.6228,3181.794518,98.39143869,3,209611425.7,2,15182330.23,3537.099465,4.707421197,148
6,76.06621335,54650.62820507749,432949.4399,9762.543532,51.81192901,4,286242985.2,1,16819671.92,12016.5539,25.60427887,2696
3,529.5497587,363276.7938682668,372851.9428,8678.166298,83.31724358,1,279725783.5,2,12873429.86,21860.8567,30.67436299,831
4,478.994395,271964.34571280854,36956.39713,8903.37708,73.80059493,1,39081856.92,1,12328856.59,28611.47143,84.638439,4523
2,717.5405682,311813.8650499511,428449.0846,3963.874525,88.9631167,3,272822177.7,1,11906205.06,39386.86084,63.59495633,214
6,55.30711587,58459.76407388071,175521.237,3295.73707,64.51713657,1,337521370.6,3,8867379.433,36373.96364,48.01590371,959
1,444.9935942,200771.78931403614,280947.0423,117.5877882,87.13063113,4,95011396.96,1,17087650.65,14736.85613,77.00338319,4720
7,373.9063636,132830.39110576728,97887.47049,4458.742674,86.45343415,3,429060310.2,2,8398191.251,13362.57875,57.85874449,109
7,567.3756986,235687.20138531952,327938.0627,3310.719022,97.63220609,2,62479331.2,1,1590304.008,17554.78135,72.47795849,2088
3,196.7098986,100513.98403882419,376074.1619,6962.162773,67.83350548,4,332645625.7,2,7386964.125,40197.7434,16.85845167,1701
2,85.04997178,85569.81912857562,246582.1071,6374.512863,73.82493424,2,171395542.4,2,14179763.77,39095.6967,67.74345054,2782
5,505.8117167,257614.08146850747,355947.0106,3842.104664,78.24395442,3,348644135.2,1,19371392.52,37764.3577,20.24057723,1973
3,363.5930021,259593.16978299367,98685.85391,3230.075689,57.62799389,3,337884964.5,3,5681159.881,40569.37743,61.15085941,3916
5,349.7987297,161139.99071323028,328932.0586,5703.217577,79.98256988,4,462890135.8,3,8023677.413,40542.43273,42.11394559,3640
6,45.90692604,46628.92901651398,80453.9262,6793.169703,95.31033729,1,64176627.35,2,4783309.935,33941.767,63.06184901,3667
5,63.05285076,59970.10942188755,72697.91452,9181.71119,56.87437099,2,375652854.7,1,3362054.321,18124.34702,20.37305611,2426
4,86.90543365,76566.72154713658,57296.21329,4776.428334,92.75040209,2,285226315.2,1,5760324.616,41984.24906,34.91456269,1780
1,795.3370966,400527.14599146304,77972.59687,7308.075974,77.74797157,4,200484526.2,3,3269276.752,9427.985747,8.965897775,4975
5,344.4759752,187465.81298809743,241949.2376,6099.510961,79.49045521,3,256521956.8,2,13868045.73,40918.51976,40.84752562,362
5,988.8952016,448073.17236716795,401837.8346,3412.874185,85.61514514,2,153659789.5,2,12669667.97,18942.17602,57.61772772,4313
6,666.2388049,202963.09834685235,169074.4431,452.1262481,78.21386458,3,428008841.7,2,587988.6881,33444.81052,14.96240436,4716
3,545.1455492,351027.66632329626,442365.0071,4176.621592,98.10326242,3,286720167.7,3,16160846.32,48389.52248,39.81576524,2140
5,674.0931662,297067.9499291373,260889.3144,6731.881186,63.34226534,2,165453537.8,2,5905805.266,34588.15024,79.54424783,2289
7,290.4268147,127212.26369808093,92391.06926,2183.584632,52.72198312,2,257239065.3,2,3760223.993,1548.145792,42.23095489,4518
2,827.5921029,382161.9004608136,97145.34522,6289.354445,84.30541227,3,176564166.6,2,6264949.606,24671.19454,12.80715742,2336
6,347.1327212,160984.29976741644,260087.0031,6329.072911,83.62354139,3,327769426.6,2,6510685.655,5914.748821,42.16680681,1053
7,926.3984547,512446.30808840063,141708.814,3895.248627,51.28177458,1,473410835.4,3,10165169.86,13122.59921,68.35217459,107
6,13.29010385,37835.40971383001,427169.9011,9692.389499,57.53507783,2,452484471.3,1,3448201.24,1881.211727,22.36295136,3283
7,683.010857,318802.4761102087,62516.70953,9904.645554,55.78794931,1,423035336.8,2,1709578.194,2360.385963,13.23619306,4592
7,734.6699416,280210.66619690286,265009.1704,1839.220176,92.52301128,2,396122037.7,1,12243742.14,10536.58745,26.82079499,2765
4,820.6826844,340301.4871001111,63094.32983,3085.514745,93.46619137,4,261250066.8,2,14243878.75,27372.42749,20.51655677,12
2,63.35759245,68515.97443556538,194366.0459,6812.353836,79.45013969,3,68642322.31,2,1440040.259,42514.08373,59.09115705,437
3,945.2923878,579809.291632152,87281.69502,5664.981114,97.84216369,2,111376487.2,1,14118679.49,16623.97048,7.271280618,1714
5,610.5236999,326449.8851259725,174929.9948,5980.749141,79.82090027,1,161605303.0,3,5718698.078,23407.80283,94.35925788,3132
2,399.4568697,225174.2705678297,385103.7058,8999.55998,91.91534536,4,21114041.19,3,4422333.434,16763.06176,28.51821117,2269
4,192.1975446,96852.61412554732,279767.3065,4121.569266,57.38194414,4,293325313.8,2,19457516.12,33574.77049,40.35435644,947
2,568.9239729,321291.13358756294,187716.8148,5173.811781,77.16652461,2,157545449.4,2,13873275.76,30162.18679,44.5248833,2099
3,934.778454,616448.647626048,158342.9161,2405.850051,68.5276519,1,298449326.7,1,7325047.138,41859.50917,45.34703374,3395
7,290.3205986,116452.28524015265,337680.7804,3425.064303,72.74456777,2,29526459.85,2,16925644.06,46747.58538,5.987811591,4019
4,705.0968064,220124.55262363786,316606.35,4309.560816,82.54306419,4,73000669.02,2,14409155.54,37850.33546,95.59359326,1904
6,749.7804317,213306.1492494538,413739.3412,930.7014031,65.29258425,4,113670966.3,2,9501838.092,28974.42808,9.769411456,3841
3,803.423426,476482.6126888732,53290.91174,8262.551642,94.09971818,4,67594249.31,3,10581400.26,14640.82388,32.19042289,4431
7,433.8894326,200739.51124306163,374917.605,6771.269128,99.38739603,2,31083732.0,3,1012303.837,39919.02231,64.46011072,732
6,834.611422,429164.58030117606,289701.8282,3524.956414,82.19495767,1,2201402.169,2,6336865.26,21317.29941,59.52715199,1272
7,880.1659576,312720.15334588266,304259.0928,9253.036664,65.63830685,2,122867290.8,2,14257361.77,6210.905336,64.08719535,4858
3,982.8045526,466603.41440557304,147924.1673,6582.821722,54.21611631,4,246000341.4,2,14358383.41,25040.49468,51.41343691,2170
5,812.085471,445098.21765598434,404958.1878,7877.257152,85.82961625,1,246718722.0,1,6018472.983,36555.61404,21.75319806,2608
1,753.7691404,350750.3979810136,447486.865,240.6410848,73.69101359,4,20562829.34,2,6471623.263,3991.780419,75.55421297,3361
1,255.2351488,182295.17194026633,395160.9504,5641.965031,52.32809279,2,75290733.53,3,15222553.29,471.5409744,40.74545928,2237
2,959.7437394,528335.4219967255,162417.7876,7107.610633,90.9334252,4,414730857.8,2,12129306.78,40626.81304,5.929131248,44
4,346.6162192,245165.2519067287,226918.2892,4913.986461,61.84413703,1,74852713.13,2,10840642.63,30774.28793,3.958554827,3331
3,574.6088175,391428.0219952174,443916.8264,6586.088459,88.85666375,2,202151429.9,2,17280949.25,10535.43774,5.870698422,2739
3,564.3969635,385048.03450304386,133351.2108,8970.537454,91.76467915,1,295000425.0,1,17267670.79,36103.125,61.52420794,4632
5,956.1113763,354560.1094638555,141294.8351,4572.812248,85.25754121,2,156943603.2,2,3116389.76,33538.64091,61.65781391,1941
3,505.0095875,347945.0054083262,20514.83093,4226.561485,98.26581384,2,287593541.5,3,1115343.901,12383.20013,97.01514885,2962
7,673.7972284,253145.39616078703,71321.18365,8749.548973,96.95136201,2,72564453.6,3,191466.6525,35492.45665,71.63494458,1430
1,770.7920521,437399.2096988495,248541.6699,6527.406345,86.9791116,3,473056795.3,2,7576788.447,40755.30064,33.80198963,2353
4,932.8934123,457910.0358561613,225971.0829,8033.717166,75.06228883,3,237734247.7,1,9182316.345,11178.00353,77.1718293,254
1,837.0570278,537170.5845818596,168196.4066,3874.019582,59.28663604,1,190555114.6,2,11412967.3,49911.37962,38.57476982,2196
7,291.8631785,173030.40487422072,23324.85466,3079.822085,91.4862044,1,51713314.41,3,8018260.054,33914.38127,98.78571842,2018
2,99.99902407,73719.0697044144,317266.8264,9223.863239,99.78085744,3,44627631.0,3,19720708.36,7131.279773,80.2377631,1094
4,919.5391505,443107.2609975032,67652.07841,2264.806702,98.20359621,2,190823996.9,1,17976386.17,19750.57661,55.59740284,3135
7,549.759709,264176.7139265982,287747.7856,2496.04732,80.72006701,2,173685208.9,3,2163506.944,44360.83049,33.69496872,1717
2,599.5883578,342183.7223144568,54289.10095,8006.044723,96.54256562,3,275543932.9,3,7822719.473,24114.58829,21.61637274,1185
5,179.7101153,99133.1860167142,369962.9316,6101.880076,50.10590994,1,21520780.38,1,14939606.95,10433.53353,20.78306162,4144
5,599.4991358,249607.08573395066,250159.6013,5449.009792,70.78336402,4,400756883.2,3,10865738.48,22732.98767,68.43788898,1338
2,108.7691722,84288.41423602722,222140.1414,6934.88197,96.21329421,4,115531889.6,2,2353825.242,14208.97672,4.821217293,4540
1,51.62273385,52590.32855469204,212576.996,4404.874404,90.41616224,4,469957108.0,3,8409666.805,5040.771405,15.67985752,3688
2,822.4244519,458199.8068056073,291607.1975,5442.589051,76.01800529,3,380895967.9,2,17284005.14,7291.451342,59.66995849,3814
1,346.756403,150074.26284241182,116983.0053,4561.428764,96.17681058,4,149145113.3,2,5366373.054,7524.287852,35.37954659,4801
7,424.3933208,159404.36113235838,317987.0334,9669.702683,81.48922175,3,14634910.39,1,18547442.35,44801.72342,35.364325,3793
7,741.2255954,264767.2989915156,269795.8503,868.6339447,57.49276835,3,294838319.6,3,8461382.107,45421.18664,36.43779402,2951
7,334.6536779,114114.41578894548,404676.0662,1697.119534,74.50332761,4,303798990.1,1,2128659.325,26581.15101,66.65848764,2738
5,975.552636,505313.3688835755,156451.3046,4425.76917,88.71524395,1,292245330.4,1,5906211.421,3340.011744,32.50490668,2399
6,286.2239627,142178.37694568682,328344.552,7021.407469,82.2514377,3,469790447.4,1,3318381.604,36908.53195,13.53319053,145
1,478.1073964,287062.95267306647,26642.23073,2796.922361,65.22383215,2,145737279.6,2,3404287.551,3441.338613,7.12382782,4292
7,477.9791633,182329.8431004667,76536.5776,5898.979227,72.06113408,3,267425663.2,1,745690.8377,43537.47504,82.11334782,2839
5,147.138899,101403.94808136034,42331.89395,7152.461367,76.41999833,2,181141595.0,3,15851524.52,15486.31878,72.4771488,3274
7,370.1729485,196081.31813517466,193713.3656,9778.453653,85.10802991,2,84395699.51,3,10899639.65,19674.63539,24.55774857,198
7,793.6835626,265442.86995323416,413637.5143,846.5465806,92.33692489,2,179716541.8,1,19350728.15,834.7701208,75.81698704,4544
2,497.7785968,305596.1958918508,149067.8285,8424.684499,73.11882347,3,279468352.7,1,15231952.0,19211.89756,57.54025712,116
2,402.7656412,232268.47822691657,142172.7627,9156.602905,72.33566438,2,176807511.0,1,9549256.538,37818.98902,99.66039239,547
3,818.1399793,371643.6469439861,168541.8091,199.5371608,67.41084573,3,245538793.6,1,7735354.829,34553.44444,55.55985314,3753
4,964.7053839,373261.12276984437,191863.9621,5236.541489,75.97466339,4,361221229.5,3,1977710.348,1865.091539,18.44051646,326
4,430.5911183,265431.86490483413,280907.0542,9563.834913,83.26047146,1,76006485.23,3,14652762.69,42647.55171,31.6598453,176
7,675.2401968,336990.12016876804,308358.6727,7370.150749,98.62874682,2,264179937.4,3,13202388.47,5367.387841,43.23233765,512
5,308.5908289,145262.0355819667,355573.8106,1244.597704,55.64958535,1,253246117.4,2,6967363.298,42490.03977,66.03682379,3308
3,644.4700884,420196.40775725676,284189.9042,1206.122233,77.83941002,1,410091249.6,1,446121.6952,12157.00526,18.3077255,3283
4,746.6324186,286130.8262966952,363794.0599,2054.526062,65.50362646,4,311841804.9,3,10643618.37,22959.07961,79.68343982,326
5,926.0198862,372146.34863355197,41564.66429,565.1819838,63.7052485,2,210666718.5,2,6618162.433,8754.904828,74.56697522,2444
6,802.6785783,363470.9961448503,383307.8305,4969.052688,99.64594403,2,38905953.28,1,8541002.91,39040.57522,53.02885299,2465
3,335.7782005,242215.51374665703,351418.4704,5037.673341,59.80489082,2,1427208.782,1,18099205.19,39156.66122,99.10714426,4651
5,364.3420596,145235.7371799713,179075.7916,2283.291222,55.44506364,3,100507702.8,1,2852191.701,15014.77568,44.82594432,1566
4,815.1842939,400952.29672828934,98746.11054,7440.41146,66.43255207,3,496496883.5,3,12068482.15,27990.85519,2.715863755,3532
1,762.4059733,475281.77307818236,107227.4515,5415.301714,58.22633063,2,116084788.0,1,8440287.799,38670.58215,93.87013745,2758
3,261.7659817,195975.4254911832,439778.3343,3942.456126,81.79912114,2,127292351.0,1,19363964.52,12311.09471,83.7454828,3694
6,384.2815111,171761.8643547518,290834.157,215.9143957,67.45049126,3,467585812.9,1,17812859.4,4138.747215,6.10030145,2576
7,839.8032555,343911.9766936387,203547.5772,2701.109193,88.18700445,1,497930865.5,2,303520.7285,45683.66704,82.52221633,2436
2,896.6663257,465810.76491305674,448270.8821,8454.462707,90.70773886,4,220239943.8,3,14401306.88,30168.94816,47.24690395,2182
3,484.4996661,329449.8923997191,188640.0724,8692.374095,93.07391727,1,48224240.05,2,4087757.355,41362.24233,47.75358537,375
3,209.0191269,124142.19043755396,65133.23506,5324.910997,51.68795544,3,172031408.4,1,5966466.407,15969.70334,8.39562544,4369
5,493.8677076,292509.9338323814,390085.4036,8386.887528,64.85056183,2,224587910.0,3,8773246.251,37838.09636,55.82231827,2280
1,22.48843279,45970.74663583658,277058.4797,3068.874581,89.24331804,1,396667499.2,1,17757374.52,12797.08096,11.55072629,1399
6,177.8633753,81200.86006517618,14002.23571,4092.962662,99.55480457,4,295745013.9,1,8205037.723,30115.79543,82.5966934,202
6,735.8647564,285936.93211419706,322810.8169,6159.74587,88.96265825,2,299759108.2,3,10901577.12,30304.86165,5.285967178,946
2,662.9046956,286777.1577419885,115681.6551,2113.216102,88.57785154,4,115747530.2,1,18007961.79,28602.84058,72.67686602,1598
3,897.1342969,424667.5116014952,82867.64527,3928.1852,61.88137266,4,350796028.9,2,12758730.04,40570.48621,34.50564979,1331
2,733.7294741,441720.601410056,304192.4623,7996.564927,82.12840416,2,387768752.8,1,2274017.503,48039.1179,29.6503568,4020
6,856.5166858,377948.36688990635,140914.8761,9405.410089,70.32899213,1,307941518.3,2,13391030.89,21063.0666,6.654818515,1113
6,452.0756273,146989.1613500354,224544.0271,2643.63402,78.71163224,3,30099791.38,3,17741961.5,19704.87559,8.276036801,3316
5,510.2472545,199253.51951889473,241236.1384,4815.377431,50.16552634,4,496009673.8,1,5972782.809,14876.25261,44.07292732,1332
5,602.0434098,218901.77599635208,304521.717,4918.257097,64.32389537,4,273895257.6,3,14387170.83,44011.4008,82.75588901,219
2,729.0608813,421791.16729086114,370721.7095,9221.908711,69.71428799,1,472291831.8,1,5866868.596,11393.8722,49.83862325,3397
5,423.441715,134127.55724639344,241226.2856,217.5047169,75.90103929,4,1849316.01,2,12492841.04,35304.78845,74.35076284,1269
1,520.6489816,332706.5568635331,95034.35432,9415.001347,69.44979541,2,419971575.0,2,5358702.791,628.8356602,8.443860165,3681
3,329.1338927,238064.39675476195,207205.8818,964.7086748,99.68758923,1,25945875.08,1,3365629.037,21684.90207,84.59424056,79
5,147.9377132,79172.28872637657,38328.394,5340.445697,69.4428914,4,2447899.595,3,14536904.11,42527.78701,28.838332,4576
2,732.7549783,386230.57912742114,316270.9505,3628.539569,56.79337355,2,247846080.6,3,4433887.668,24797.7311,70.28995838,1282
4,245.2664332,108372.17868593271,140728.9546,6712.415026,83.33104223,4,452623061.0,2,15323753.43,37763.32428,40.5442247,2768
7,182.4126906,88530.72663828792,90770.41428,2507.783115,74.65664291,3,95752267.06,2,2558786.543,16151.79976,57.0033038,3812
3,432.5354507,302665.853719507,309900.1748,2755.488783,55.69742524,1,388770403.7,3,16531693.65,48622.98229,91.38492695,470
4,380.8983731,263733.6916659135,30717.43714,9154.053664,74.26721616,1,372798102.6,1,16387570.32,48563.12146,35.47593217,1078
5,709.8535203,265624.55401068984,360659.1396,2660.234457,56.45388414,4,270918193.8,1,4767469.674,4917.568135,78.53284737,1277
5,774.2632877,388167.80761471577,90321.43486,4430.767803,54.44080634,1,107349837.6,1,19883984.86,15459.90924,31.6377774,88
5,677.5810485,279062.6377969362,293853.2743,973.5366893,58.60204862,1,13401766.7,1,6817806.965,42353.81985,20.93912652,2817
1,366.2758833,261269.33441470383,340653.9337,4325.260819,61.23254259,1,354337044.5,3,7193568.93,20609.4785,62.49902489,1520
4,436.2454168,167531.3622493135,425453.8487,1201.368826,99.61364602,4,119992699.0,3,2570874.503,29048.61888,27.30694431,1329
